idx	label	predict	radius	correct	time
386	tensor([0], dtype=torch.int32)	0	0.348	1	0:04:57.167359
387	tensor([0], dtype=torch.int32)	0	0.616	1	0:04:57.875636
388	tensor([1], dtype=torch.int32)	1	0.616	1	0:04:57.524073
389	tensor([3], dtype=torch.int32)	3	0.0251	1	0:04:57.184647
390	tensor([5], dtype=torch.int32)	5	0.616	1	0:04:56.737513
391	tensor([7], dtype=torch.int32)	7	0.616	1	0:04:56.945157
392	tensor([1], dtype=torch.int32)	1	0.616	1	0:04:56.748760
393	tensor([1], dtype=torch.int32)	4	0.222	0	0:04:58.044350
394	tensor([3], dtype=torch.int32)	4	0.457	0	0:04:56.945222
395	tensor([8], dtype=torch.int32)	8	0.616	1	0:05:01.110213
