idx	label	predict	radius	correct	time
386	tensor([4], dtype=torch.int32)	4	0.0234	1	0:00:58.029428
387	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.070319
388	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.980500
389	tensor([3], dtype=torch.int32)	3	0.0649	1	0:00:58.098368
390	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.257441
391	tensor([3], dtype=torch.int32)	3	0.112	1	0:00:58.181283
392	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.149769
393	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.081848
394	tensor([5], dtype=torch.int32)	5	0.511	1	0:00:58.017620
395	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.061944
396	tensor([5], dtype=torch.int32)	9	0.11	0	0:00:58.039517
397	tensor([3], dtype=torch.int32)	3	0.112	1	0:00:58.042383
398	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.169258
399	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.048228
400	tensor([5], dtype=torch.int32)	5	0.239	1	0:00:58.036529
401	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.030385
402	tensor([0], dtype=torch.int32)	0	0.556	1	0:00:58.119414
403	tensor([9], dtype=torch.int32)	9	0.659	1	0:00:58.020045
404	tensor([3], dtype=torch.int32)	4	0.27	0	0:00:58.017886
405	tensor([6], dtype=torch.int32)	6	0.743	1	0:00:57.983074
406	tensor([7], dtype=torch.int32)	7	0.705	1	0:00:57.964566
407	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.000715
408	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:58.033359
409	tensor([3], dtype=torch.int32)	3	0.526	1	0:00:58.016414
410	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:58.000154
411	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.066689
412	tensor([0], dtype=torch.int32)	0	0.735	1	0:00:58.049278
413	tensor([6], dtype=torch.int32)	8	0.221	0	0:00:57.966903
414	tensor([8], dtype=torch.int32)	8	0.721	1	0:00:57.900208
415	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.016419
416	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.022332
417	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.999058
418	tensor([9], dtype=torch.int32)	9	0.651	1	0:00:58.028075
419	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.233197
420	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.198866
421	tensor([9], dtype=torch.int32)	3	0.778	0	0:00:58.200554
422	tensor([3], dtype=torch.int32)	3	0.0364	1	0:00:58.098238
423	tensor([6], dtype=torch.int32)	6	0.203	1	0:00:58.190902
424	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.083241
425	tensor([9], dtype=torch.int32)	9	0.444	1	0:00:58.099720
426	tensor([8], dtype=torch.int32)	8	0.62	1	0:00:58.267075
427	tensor([8], dtype=torch.int32)	8	0.743	1	0:00:58.199922
428	tensor([6], dtype=torch.int32)	6	0.7	1	0:00:58.032321
429	tensor([3], dtype=torch.int32)	3	0.649	1	0:00:57.938550
430	tensor([6], dtype=torch.int32)	6	0.421	1	0:00:57.950833
431	tensor([3], dtype=torch.int32)	2	0.36	0	0:00:58.118881
432	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.928686
433	tensor([5], dtype=torch.int32)	6	0.8	0	0:00:58.028664
434	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.283321
435	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.301187
436	tensor([8], dtype=torch.int32)	8	0.764	1	0:00:58.067505
437	tensor([4], dtype=torch.int32)	4	0.0464	1	0:00:58.213693
438	tensor([3], dtype=torch.int32)	3	0.444	1	0:00:58.266005
439	tensor([3], dtype=torch.int32)	3	0.691	1	0:00:58.338010
440	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.180702
441	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.131999
442	tensor([6], dtype=torch.int32)	6	0.372	1	0:00:58.283520
443	tensor([7], dtype=torch.int32)	7	0.541	1	0:00:58.202487
444	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.247288
445	tensor([6], dtype=torch.int32)	7	0.262	0	0:00:58.249866
446	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.088867
447	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.033864
448	tensor([2], dtype=torch.int32)	5	0.166	0	0:00:58.061483
449	tensor([9], dtype=torch.int32)	7	0.312	0	0:00:57.999985
450	tensor([3], dtype=torch.int32)	5	0.8	0	0:00:57.912560
451	tensor([4], dtype=torch.int32)	-1	0.0	0	0:00:58.042908
452	tensor([4], dtype=torch.int32)	7	0.26	0	0:00:57.998255
453	tensor([2], dtype=torch.int32)	-1	0.0	0	0:00:57.997721
454	tensor([2], dtype=torch.int32)	2	0.125	1	0:00:57.983687
455	tensor([4], dtype=torch.int32)	8	0.341	0	0:00:58.028727
456	tensor([5], dtype=torch.int32)	5	0.211	1	0:00:58.165346
457	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.139892
458	tensor([5], dtype=torch.int32)	6	0.778	0	0:00:58.100886
459	tensor([3], dtype=torch.int32)	4	0.231	0	0:00:58.000635
460	tensor([5], dtype=torch.int32)	8	0.0183	0	0:00:58.063627
461	tensor([8], dtype=torch.int32)	6	0.111	0	0:00:57.950580
462	tensor([9], dtype=torch.int32)	4	0.296	0	0:00:57.966673
463	tensor([0], dtype=torch.int32)	1	0.529	0	0:00:57.964955
464	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.032662
465	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.097764
466	tensor([4], dtype=torch.int32)	4	0.27	1	0:00:58.050707
467	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.116050
468	tensor([0], dtype=torch.int32)	0	0.487	1	0:00:58.111670
469	tensor([0], dtype=torch.int32)	0	0.251	1	0:00:58.151683
470	tensor([9], dtype=torch.int32)	-1	0.0	0	0:00:58.172650
471	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.210403
472	tensor([1], dtype=torch.int32)	1	0.574	1	0:00:58.233459
473	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.238421
474	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.200487
475	tensor([4], dtype=torch.int32)	4	0.471	1	0:00:58.300212
476	tensor([3], dtype=torch.int32)	3	0.677	1	0:00:58.204774
477	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.977994
478	tensor([3], dtype=torch.int32)	-1	0.0	0	0:00:58.217317
479	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.184382
480	tensor([4], dtype=torch.int32)	4	0.512	1	0:00:58.006047
481	tensor([4], dtype=torch.int32)	4	0.565	1	0:00:57.923790
482	tensor([0], dtype=torch.int32)	0	0.54	1	0:00:57.999827
483	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.976083
484	tensor([0], dtype=torch.int32)	0	0.691	1	0:00:57.921515
485	tensor([4], dtype=torch.int32)	7	0.22	0	0:00:58.033296
486	tensor([6], dtype=torch.int32)	6	0.428	1	0:00:58.016430
487	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.967852
488	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.043415
489	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.005211
490	tensor([3], dtype=torch.int32)	3	0.778	1	0:00:57.971591
491	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.993654
492	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.030179
493	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.952243
494	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.099566
495	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.133226
496	tensor([5], dtype=torch.int32)	5	0.486	1	0:00:58.036193
497	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.970185
498	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.965757
499	tensor([2], dtype=torch.int32)	2	0.139	1	0:00:57.930184
500	tensor([3], dtype=torch.int32)	6	0.222	0	0:00:57.937383
501	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.056736
502	tensor([5], dtype=torch.int32)	6	0.0608	0	0:00:58.044371
503	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.164534
504	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.110420
505	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.266126
506	tensor([5], dtype=torch.int32)	5	0.778	1	0:00:58.283683
507	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.207406
508	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.192282
509	tensor([5], dtype=torch.int32)	5	0.764	1	0:00:58.149781
510	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.233283
511	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.087583
512	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.113899
513	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.085896
514	tensor([3], dtype=torch.int32)	4	0.209	0	0:00:58.195736
515	tensor([9], dtype=torch.int32)	9	0.189	1	0:00:58.331943
516	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:58.253270
517	tensor([7], dtype=torch.int32)	4	0.341	0	0:00:58.100651
518	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.050896
519	tensor([3], dtype=torch.int32)	3	0.642	1	0:00:58.107527
520	tensor([2], dtype=torch.int32)	2	0.647	1	0:00:58.205161
521	tensor([4], dtype=torch.int32)	4	0.488	1	0:00:58.081454
522	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.017705
523	tensor([1], dtype=torch.int32)	1	0.597	1	0:00:58.239047
524	tensor([6], dtype=torch.int32)	6	0.551	1	0:00:58.125419
525	tensor([1], dtype=torch.int32)	1	0.319	1	0:00:58.150480
526	tensor([4], dtype=torch.int32)	2	0.8	0	0:00:58.199703
527	tensor([2], dtype=torch.int32)	4	0.0831	0	0:00:58.198972
528	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.103520
529	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.986899
530	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.981712
531	tensor([2], dtype=torch.int32)	7	0.513	0	0:00:57.967206
532	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.043232
533	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.989770
534	tensor([0], dtype=torch.int32)	1	0.419	0	0:00:57.959200
535	tensor([4], dtype=torch.int32)	4	0.473	1	0:00:57.933379
536	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.859387
537	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.919390
538	tensor([3], dtype=torch.int32)	3	0.143	1	0:00:58.021821
539	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.145514
540	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.248107
541	tensor([2], dtype=torch.int32)	3	0.28	0	0:00:58.234406
542	tensor([4], dtype=torch.int32)	4	0.753	1	0:00:58.190078
543	tensor([3], dtype=torch.int32)	-1	0.0	0	0:00:57.929664
544	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.029814
545	tensor([0], dtype=torch.int32)	0	0.764	1	0:00:58.087908
546	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.030242
547	tensor([5], dtype=torch.int32)	2	0.236	0	0:00:57.967134
548	tensor([9], dtype=torch.int32)	2	0.204	0	0:00:58.065676
549	tensor([6], dtype=torch.int32)	6	0.544	1	0:00:58.036803
550	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.088597
551	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.120863
552	tensor([4], dtype=torch.int32)	4	0.597	1	0:00:58.083743
553	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.016324
554	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.926190
555	tensor([4], dtype=torch.int32)	4	0.425	1	0:00:57.924529
556	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.966391
557	tensor([2], dtype=torch.int32)	2	0.243	1	0:00:57.958068
558	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:58.025106
559	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.999582
560	tensor([3], dtype=torch.int32)	6	0.8	0	0:00:58.038633
561	tensor([8], dtype=torch.int32)	8	0.778	1	0:00:57.985075
562	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.991803
563	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.983341
564	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.016255
565	tensor([1], dtype=torch.int32)	1	0.00853	1	0:00:58.030893
566	tensor([2], dtype=torch.int32)	2	0.778	1	0:00:58.151019
567	tensor([3], dtype=torch.int32)	3	0.286	1	0:00:58.165775
568	tensor([7], dtype=torch.int32)	7	0.0906	1	0:00:58.070622
569	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.997245
570	tensor([9], dtype=torch.int32)	-1	0.0	0	0:00:58.065797
571	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.149668
572	tensor([9], dtype=torch.int32)	2	0.43	0	0:00:58.220045
573	tensor([2], dtype=torch.int32)	2	0.483	1	0:00:57.993724
574	tensor([0], dtype=torch.int32)	0	0.12	1	0:00:58.119232
575	tensor([3], dtype=torch.int32)	4	0.8	0	0:00:58.181251
576	tensor([6], dtype=torch.int32)	6	0.487	1	0:00:57.952948
577	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.982300
578	tensor([4], dtype=torch.int32)	8	0.778	0	0:00:58.123448
579	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.944748
580	tensor([7], dtype=torch.int32)	7	0.728	1	0:00:58.164517
581	tensor([4], dtype=torch.int32)	7	0.152	0	0:00:58.298723
582	tensor([5], dtype=torch.int32)	5	0.564	1	0:00:58.187884
583	tensor([4], dtype=torch.int32)	4	0.307	1	0:00:58.098014
584	tensor([3], dtype=torch.int32)	4	0.238	0	0:00:58.213660
585	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.299742
586	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.249845
587	tensor([4], dtype=torch.int32)	8	0.516	0	0:00:58.199805
588	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.283889
589	tensor([3], dtype=torch.int32)	3	0.258	1	0:00:58.304229
590	tensor([0], dtype=torch.int32)	0	0.322	1	0:00:58.310623
591	tensor([4], dtype=torch.int32)	3	0.191	0	0:00:58.233013
592	tensor([6], dtype=torch.int32)	6	0.169	1	0:00:58.250045
593	tensor([2], dtype=torch.int32)	2	0.291	1	0:00:58.249690
594	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.299892
595	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.017896
596	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.904752
597	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.017114
598	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.989940
599	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:57.989751
600	tensor([2], dtype=torch.int32)	2	0.31	1	0:00:57.964285
601	tensor([0], dtype=torch.int32)	1	0.458	0	0:00:58.016870
602	tensor([9], dtype=torch.int32)	9	0.167	1	0:00:57.954043
603	tensor([9], dtype=torch.int32)	3	0.0315	0	0:00:58.092447
604	tensor([9], dtype=torch.int32)	6	0.114	0	0:00:57.872319
605	tensor([4], dtype=torch.int32)	-1	0.0	0	0:00:58.034687
606	tensor([4], dtype=torch.int32)	4	0.647	1	0:00:57.965471
607	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.001091
608	tensor([4], dtype=torch.int32)	4	0.128	1	0:00:57.982598
609	tensor([4], dtype=torch.int32)	4	0.462	1	0:00:58.026145
610	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.103993
611	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.066341
612	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.186060
613	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.065193
614	tensor([9], dtype=torch.int32)	2	0.377	0	0:00:58.017129
615	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.052516
616	tensor([6], dtype=torch.int32)	1	0.0658	0	0:00:58.291652
617	tensor([2], dtype=torch.int32)	2	0.778	1	0:00:58.216591
618	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.081463
619	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.071940
620	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.111164
621	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.069324
622	tensor([8], dtype=torch.int32)	8	0.6	1	0:00:58.114138
623	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.954532
624	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.960874
625	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.045771
626	tensor([3], dtype=torch.int32)	3	0.0273	1	0:00:58.035343
627	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.984383
628	tensor([3], dtype=torch.int32)	8	0.486	0	0:00:57.982918
629	tensor([4], dtype=torch.int32)	4	0.318	1	0:00:57.887870
630	tensor([0], dtype=torch.int32)	7	0.193	0	0:00:58.001927
631	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.973514
632	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.949949
633	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.032556
634	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.934491
635	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:57.983612
636	tensor([3], dtype=torch.int32)	8	0.0516	0	0:00:58.034025
637	tensor([5], dtype=torch.int32)	5	0.189	1	0:00:58.067166
638	tensor([1], dtype=torch.int32)	1	0.735	1	0:00:58.167395
639	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.150617
640	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.140940
641	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.949619
642	tensor([2], dtype=torch.int32)	2	0.68	1	0:00:58.027864
643	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.004215
644	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:57.953605
645	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.946898
646	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.937056
647	tensor([9], dtype=torch.int32)	7	0.8	0	0:00:58.012781
648	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.931986
649	tensor([7], dtype=torch.int32)	7	0.19	1	0:00:57.875708
650	tensor([2], dtype=torch.int32)	2	0.146	1	0:00:58.092472
651	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.210101
652	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.141482
653	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.152889
654	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.065364
655	tensor([1], dtype=torch.int32)	6	0.456	0	0:00:58.217426
656	tensor([2], dtype=torch.int32)	2	0.753	1	0:00:58.300621
657	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.085573
658	tensor([4], dtype=torch.int32)	3	0.32	0	0:00:58.232980
659	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.333810
660	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.266847
661	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.137303
662	tensor([7], dtype=torch.int32)	2	0.135	0	0:00:58.037578
663	tensor([3], dtype=torch.int32)	6	0.152	0	0:00:58.099770
664	tensor([4], dtype=torch.int32)	3	0.52	0	0:00:58.118204
665	tensor([5], dtype=torch.int32)	8	0.728	0	0:00:58.079698
666	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.962505
667	tensor([9], dtype=torch.int32)	9	0.778	1	0:00:57.919479
668	tensor([5], dtype=torch.int32)	5	0.728	1	0:00:57.936241
669	tensor([3], dtype=torch.int32)	4	0.286	0	0:00:57.916114
670	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.004978
671	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.029381
672	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.000805
673	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.000899
674	tensor([4], dtype=torch.int32)	6	0.344	0	0:00:58.182173
675	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.118868
676	tensor([3], dtype=torch.int32)	4	0.415	0	0:00:58.247065
677	tensor([6], dtype=torch.int32)	6	0.71	1	0:00:58.220433
678	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.082201
679	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.052485
680	tensor([9], dtype=torch.int32)	9	0.264	1	0:00:58.161038
681	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.186637
682	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.185360
683	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.297463
684	tensor([4], dtype=torch.int32)	2	0.135	0	0:00:58.169518
685	tensor([4], dtype=torch.int32)	-1	0.0	0	0:00:58.163261
686	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.119796
687	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.147552
688	tensor([8], dtype=torch.int32)	-1	0.0	0	0:00:58.250438
689	tensor([8], dtype=torch.int32)	8	0.691	1	0:00:58.350724
690	tensor([9], dtype=torch.int32)	7	0.0561	0	0:00:58.252015
691	tensor([5], dtype=torch.int32)	1	0.677	0	0:00:58.446903
692	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.408756
693	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.151711
694	tensor([1], dtype=torch.int32)	1	0.778	1	0:00:57.981880
695	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.957830
696	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.037427
697	tensor([8], dtype=torch.int32)	8	0.196	1	0:00:58.012117
698	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.002231
699	tensor([8], dtype=torch.int32)	8	0.258	1	0:00:58.064330
700	tensor([5], dtype=torch.int32)	1	0.58	0	0:00:57.966689
701	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.052413
702	tensor([6], dtype=torch.int32)	6	0.0899	1	0:00:58.008863
703	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.954471
704	tensor([2], dtype=torch.int32)	2	0.612	1	0:00:57.966961
705	tensor([3], dtype=torch.int32)	-1	0.0	0	0:00:57.982666
706	tensor([7], dtype=torch.int32)	7	0.539	1	0:00:57.966723
707	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.133934
708	tensor([0], dtype=torch.int32)	2	0.778	0	0:00:58.200602
709	tensor([7], dtype=torch.int32)	7	0.778	1	0:00:58.216201
710	tensor([2], dtype=torch.int32)	7	0.577	0	0:00:58.201472
711	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.099827
712	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.023669
713	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.913133
714	tensor([2], dtype=torch.int32)	2	0.448	1	0:00:58.047710
715	tensor([3], dtype=torch.int32)	4	0.406	0	0:00:58.249406
716	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.117591
717	tensor([1], dtype=torch.int32)	7	0.439	0	0:00:58.205437
718	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.227396
719	tensor([2], dtype=torch.int32)	6	0.228	0	0:00:58.217052
720	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.207228
721	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.275105
722	tensor([6], dtype=torch.int32)	6	0.51	1	0:00:58.282363
723	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.103664
724	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.065742
725	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.048446
726	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.013656
727	tensor([5], dtype=torch.int32)	-1	0.0	0	0:00:58.152982
728	tensor([6], dtype=torch.int32)	6	0.721	1	0:00:58.300486
729	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.106410
730	tensor([3], dtype=torch.int32)	3	0.199	1	0:00:58.099673
731	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.146737
732	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.071198
733	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.193780
734	tensor([9], dtype=torch.int32)	2	0.778	0	0:00:58.283524
735	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.121305
736	tensor([8], dtype=torch.int32)	3	0.441	0	0:00:57.983520
737	tensor([2], dtype=torch.int32)	2	0.603	1	0:00:57.950349
738	tensor([7], dtype=torch.int32)	7	0.111	1	0:00:57.967010
739	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.949005
740	tensor([0], dtype=torch.int32)	1	0.323	0	0:00:57.936439
741	tensor([2], dtype=torch.int32)	2	0.316	1	0:00:57.902129
742	tensor([0], dtype=torch.int32)	0	0.338	1	0:00:57.964630
743	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.970814
744	tensor([9], dtype=torch.int32)	7	0.8	0	0:00:57.926010
745	tensor([3], dtype=torch.int32)	7	0.132	0	0:00:57.930998
746	tensor([3], dtype=torch.int32)	3	0.778	1	0:00:58.053159
747	tensor([2], dtype=torch.int32)	2	0.492	1	0:00:58.044529
748	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.152204
749	tensor([5], dtype=torch.int32)	5	0.753	1	0:00:58.055122
750	tensor([6], dtype=torch.int32)	7	0.511	0	0:00:58.014214
751	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.048712
752	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.996883
753	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.049649
754	tensor([3], dtype=torch.int32)	3	0.57	1	0:00:58.084606
755	tensor([1], dtype=torch.int32)	1	0.735	1	0:00:58.187572
756	tensor([7], dtype=torch.int32)	4	0.0294	0	0:00:58.078626
757	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.036568
758	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.102980
759	tensor([3], dtype=torch.int32)	6	0.551	0	0:00:58.034446
760	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.999206
761	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.048921
762	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.033918
763	tensor([7], dtype=torch.int32)	1	0.677	0	0:00:58.017848
764	tensor([4], dtype=torch.int32)	4	0.58	1	0:00:58.009578
765	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:57.966812
766	tensor([4], dtype=torch.int32)	4	0.474	1	0:00:57.933306
767	tensor([7], dtype=torch.int32)	8	0.213	0	0:00:57.933562
768	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.954281
769	tensor([3], dtype=torch.int32)	4	0.195	0	0:00:58.011976
770	tensor([5], dtype=torch.int32)	5	0.294	1	0:00:57.966442
771	tensor([4], dtype=torch.int32)	4	0.764	1	0:00:58.050104
772	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.016364
